branch,order_id,order_dt,category,menu,sweet_level,qty,price,cost,trans_type,payment,gender,membership,order_wait_time
beta,beta22-007741,2022-04-01 13:14:00,bakery,Croissant,,1,85,50,to go,mobile,F,True,1.9460785790804827
beta,beta22-007741,2022-04-01 13:14:00,bakery,Muffin,,1,60,30,to go,mobile,F,True,3.4460785790804827
beta,beta22-007742,2022-04-01 13:19:00,tea,Green Tea,0.75,1,65,30,to go,mobile,M,True,1.88187217652563
beta,beta22-007743,2022-04-01 13:23:00,tea,Green Tea,0.75,3,65,30,to go,mobile,F,False,2.843345447291966
beta,beta22-007744,2022-04-01 13:30:00,coffee,Espresso,0.5,2,55,30,to go,mobile,F,True,2.576186314224669
beta,beta22-007745,2022-04-01 13:33:00,smoothie,Kiwi Smoothie,0.5,1,90,50,eat in,gift card,F,False,3.2877977484557555
beta,beta22-007746,2022-04-01 13:37:00,tea,Bubble Tea,0.75,1,70,30,delivery,mobile,M,True,1.3478746285382766
beta,beta22-007747,2022-04-01 13:41:00,coffee,Mocha,0.75,2,70,35,eat in,mobile,M,True,3.695319358398713
beta,beta22-007748,2022-04-01 13:47:00,bakery,Croissant,,3,85,50,to go,mobile,F,True,6.512847274842921
beta,beta22-007748,2022-04-01 13:47:00,coffee,Latte,1.0,3,70,35,to go,mobile,F,True,8.01284727484292
beta,beta22-007749,2022-04-01 13:49:00,bakery,Muffin,,2,60,30,eat in,credit card,M,False,2.8963124534266322
beta,beta22-007749,2022-04-01 13:49:00,tea,Bubble Tea,0.75,2,70,30,eat in,credit card,M,False,4.396312453426632
beta,beta22-007750,2022-04-01 13:49:00,tea,Bubble Tea,0.0,1,70,30,to go,mobile,M,True,2.7906012889989156
beta,beta22-007751,2022-04-01 13:52:00,tea,Green Tea,0.5,1,65,30,eat in,mobile,F,False,2.576186314224669
beta,beta22-007752,2022-04-01 14:02:00,tea,Jasmine Tea,0.5,1,55,25,to go,credit card,F,True,2.696855859273197
beta,beta22-007753,2022-04-01 14:17:00,tea,Bubble Tea,0.75,2,70,30,eat in,mobile,F,False,1.5251061305787235
beta,beta22-007753,2022-04-01 14:17:00,bakery,Sandwich,,2,80,30,eat in,mobile,F,False,3.0251061305787235
beta,beta22-007754,2022-04-01 14:23:00,coffee,Mocha,0.75,1,70,35,to go,mobile,F,True,2.6660361837722917
beta,beta22-007755,2022-04-01 14:32:00,bakery,Donut,,1,40,15,to go,mobile,F,False,3.207219921009837
beta,beta22-007755,2022-04-01 14:32:00,coffee,Iced Coffee,0.75,1,60,30,to go,mobile,F,False,4.7072199210098375
beta,beta22-007756,2022-04-01 14:40:00,smoothie,Mango Smoothie,0.5,2,90,45,to go,cash,M,True,2.6277817538143537
beta,beta22-007757,2022-04-01 14:49:00,bakery,Cookies,,3,85,45,to go,mobile,F,True,4.7008588476581625
beta,beta22-007758,2022-04-01 14:58:00,tea,Yuzu Tea,0.75,1,70,30,to go,mobile,M,True,3.2088499342775334
beta,beta22-007759,2022-04-01 14:59:00,coffee,Iced Coffee,0.5,1,60,30,to go,mobile,M,True,3.1767671960520523
beta,beta22-007759,2022-04-01 14:59:00,bakery,Croissant,,1,85,50,to go,mobile,M,True,4.676767196052053
beta,beta22-007760,2022-04-01 15:00:00,tea,Yuzu Tea,0.75,3,70,30,to go,cash,F,True,3.2486250396572918
beta,beta22-007761,2022-04-01 15:30:00,coffee,Latte,0.25,2,70,35,to go,mobile,F,False,1.6539013271783014
beta,beta22-007762,2022-04-01 15:33:00,coffee,Classic Black Cold Brew,0.75,1,100,35,eat in,mobile,M,True,3.7065861683832075
beta,beta22-007763,2022-04-01 15:47:00,coffee,Iced Coffee,0.25,1,60,30,delivery,mobile,M,True,2.2081468895468648
beta,beta22-007763,2022-04-01 15:47:00,bakery,Donut,,1,40,15,delivery,mobile,M,True,3.7081468895468648
beta,beta22-007764,2022-04-01 15:50:00,coffee,Classic Black Cold Brew,0.75,1,100,35,to go,mobile,M,True,2.576186314224669
beta,beta22-007764,2022-04-01 15:50:00,bakery,Sandwich,,1,80,30,to go,mobile,M,True,4.076186314224669
beta,beta22-007765,2022-04-01 15:58:00,coffee,Iced Coffee,0.75,2,60,30,delivery,mobile,M,True,2.296457227083831
beta,beta22-007766,2022-04-01 15:59:00,coffee,Iced Coffee,0.75,3,60,30,to go,mobile,M,True,3.9155089426544363
beta,beta22-007767,2022-04-01 16:21:00,bakery,Croissant,,3,85,50,to go,mobile,F,False,3.976563283746591
beta,beta22-007767,2022-04-01 16:21:00,tea,Bubble Tea,0.5,3,70,30,to go,mobile,F,False,5.476563283746591
beta,beta22-007768,2022-04-01 16:21:00,tea,Yuzu Tea,0.5,1,70,30,to go,cash,F,False,3.310915508285979
beta,beta22-007819,2022-04-02 13:06:00,bakery,Sandwich,,1,80,30,to go,mobile,M,True,2.8292254566035115
beta,beta22-007819,2022-04-02 13:06:00,coffee,Iced Coffee,0.75,1,60,30,to go,mobile,M,True,4.3292254566035115
beta,beta22-007820,2022-04-02 13:24:00,tea,Jasmine Tea,0.0,1,55,25,to go,mobile,F,False,4.03404009307084
beta,beta22-007821,2022-04-02 13:27:00,coffee,Mocha,0.0,2,70,35,to go,cash,M,True,4.530826019147907
beta,beta22-007821,2022-04-02 13:27:00,bakery,Donut,,2,40,15,to go,cash,M,True,6.030826019147907
beta,beta22-007822,2022-04-02 13:55:00,bakery,Cookies,,1,85,45,to go,gift card,F,True,1.8264657884510522
beta,beta22-007823,2022-04-02 14:05:00,coffee,Cappuccino,0.75,3,75,40,to go,mobile,F,True,3.5933124079940035
beta,beta22-007824,2022-04-02 14:05:00,tea,Bubble Tea,0.75,2,70,30,to go,mobile,F,True,3.1547167112946455
beta,beta22-007825,2022-04-02 14:17:00,tea,Green Tea,0.5,1,65,30,to go,gift card,F,False,3.1133890087768847
beta,beta22-007826,2022-04-02 14:49:00,bakery,Donut,,3,40,15,to go,mobile,M,False,5.599100716419198
beta,beta22-007826,2022-04-02 14:49:00,tea,Yuzu Tea,0.5,3,70,30,to go,mobile,M,False,7.099100716419198
beta,beta22-007827,2022-04-02 14:51:00,coffee,Mocha,0.25,2,70,35,eat in,mobile,M,False,3.054708341005197
beta,beta22-007828,2022-04-02 15:04:00,bakery,Cheese Cake,,3,120,80,delivery,mobile,F,True,5.350805901765241
beta,beta22-007829,2022-04-02 15:10:00,bakery,Cookies,,1,85,45,to go,mobile,F,False,3.4739754743156874
beta,beta22-007830,2022-04-02 15:52:00,coffee,Latte,0.5,2,70,35,eat in,mobile,F,False,1.4291419263783498
beta,beta22-007831,2022-04-02 16:06:00,coffee,Black Coffee,0.75,1,45,20,eat in,mobile,F,True,2.7916794168305668
beta,beta22-007832,2022-04-02 16:26:00,bakery,Croissant,,1,85,50,eat in,mobile,M,True,3.8024865988968806
beta,beta22-007832,2022-04-02 16:26:00,coffee,Latte,0.75,1,70,35,eat in,mobile,M,True,5.302486598896881
beta,beta22-007833,2022-04-02 16:29:00,tea,Yuzu Tea,0.0,1,70,30,to go,mobile,M,False,2.8777900510604293
beta,beta22-007834,2022-04-02 16:50:00,bakery,Muffin,,2,60,30,eat in,mobile,M,True,3.6440693421937964
beta,beta22-007834,2022-04-02 16:50:00,smoothie,Mango Smoothie,0.75,2,90,45,eat in,mobile,M,True,5.144069342193797
beta,beta22-007835,2022-04-02 16:58:00,bakery,Donut,,2,40,15,eat in,mobile,F,True,2.390625792300356
beta,beta22-007835,2022-04-02 16:58:00,coffee,Espresso,0.0,2,55,30,eat in,mobile,F,True,3.890625792300356
beta,beta22-007864,2022-04-03 13:32:00,coffee,Iced Coffee,0.75,3,60,30,delivery,mobile,F,True,3.845175114981179
beta,beta22-007864,2022-04-03 13:32:00,tea,Green Tea,1.0,1,65,30,delivery,mobile,F,True,3.845175114981179
beta,beta22-007865,2022-04-03 13:40:00,tea,Bubble Tea,0.0,1,70,30,to go,mobile,F,True,2.572636880907748
beta,beta22-007866,2022-04-03 13:51:00,tea,Bubble Tea,0.5,1,70,30,to go,cash,M,True,4.0479092492365005
beta,beta22-007867,2022-04-03 14:26:00,tea,Thai Tea,0.75,1,70,30,to go,cash,M,True,1.7975752461775023
beta,beta22-007867,2022-04-03 14:26:00,bakery,Donut,,1,40,15,to go,cash,M,True,3.2975752461775025
beta,beta22-007868,2022-04-03 14:33:00,bakery,Croissant,,1,85,50,delivery,mobile,F,True,1.879894268265914
beta,beta22-007868,2022-04-03 14:33:00,bakery,Cheese Cake,,1,120,80,delivery,mobile,F,True,3.379894268265914
beta,beta22-007869,2022-04-03 15:18:00,coffee,Iced Coffee,0.75,3,60,30,to go,mobile,F,True,4.844517316220716
beta,beta22-007870,2022-04-03 15:19:00,coffee,Mocha,0.75,1,70,35,to go,mobile,F,True,3.0218291384191205
beta,beta22-007871,2022-04-03 15:29:00,bakery,Cheese Cake,,3,120,80,to go,mobile,M,True,3.5965467340992014
beta,beta22-007872,2022-04-03 15:57:00,tea,Yuzu Tea,0.75,1,70,30,to go,cash,M,False,4.4481911051208565
beta,beta22-007873,2022-04-03 16:10:00,bakery,Cookies,,1,85,45,to go,mobile,F,True,2.542076385937498
beta,beta22-007874,2022-04-03 16:58:00,coffee,Mocha,0.25,1,70,35,to go,cash,F,True,2.576186314224669
beta,beta22-007940,2022-04-04 13:29:00,bakery,Donut,,1,40,15,eat in,mobile,F,True,3.3754054089030996
beta,beta22-007940,2022-04-04 13:29:00,smoothie,Mango Smoothie,0.5,1,90,45,eat in,mobile,F,True,4.8754054089031
beta,beta22-007941,2022-04-04 13:37:00,tea,Thai Tea,0.5,2,70,30,to go,mobile,M,True,1.6410396843159254
beta,beta22-007942,2022-04-04 13:46:00,bakery,Muffin,,2,60,30,to go,mobile,M,False,1.6025077151281317
beta,beta22-007943,2022-04-04 13:50:00,tea,Bubble Tea,0.25,3,70,30,delivery,mobile,F,True,4.6146414758442305
beta,beta22-007943,2022-04-04 13:50:00,smoothie,Kiwi Smoothie,0.75,3,90,50,delivery,mobile,F,True,6.1146414758442305
beta,beta22-007944,2022-04-04 13:52:00,tea,Green Tea,0.75,1,65,30,to go,mobile,M,True,2.5313484276638305
beta,beta22-007945,2022-04-04 13:53:00,smoothie,Mango Smoothie,0.75,1,90,45,eat in,mobile,M,False,3.2847497997343744
beta,beta22-007946,2022-04-04 14:02:00,tea,Yuzu Tea,0.75,1,70,30,eat in,cash,F,False,1.0682864378857546
beta,beta22-007947,2022-04-04 14:09:00,bakery,Muffin,,2,60,30,eat in,mobile,F,True,2.9203076468911915
beta,beta22-007947,2022-04-04 14:09:00,bakery,Croissant,,2,85,50,eat in,mobile,F,True,4.4203076468911915
beta,beta22-007948,2022-04-04 14:42:00,tea,Green Tea,0.5,1,65,30,to go,mobile,M,True,2.0014476747610774
beta,beta22-007949,2022-04-04 14:43:00,bakery,Sandwich,,2,80,30,to go,mobile,F,True,1.576339556345524
beta,beta22-007949,2022-04-04 14:43:00,coffee,Latte,0.5,2,70,35,to go,mobile,F,True,3.0763395563455243
beta,beta22-007950,2022-04-04 14:46:00,bakery,Donut,,1,40,15,to go,mobile,F,True,2.9329260576445817
beta,beta22-007950,2022-04-04 14:46:00,bakery,Muffin,,1,60,30,to go,mobile,F,True,4.432926057644582
beta,beta22-007951,2022-04-04 14:48:00,coffee,Latte,0.25,2,70,35,to go,mobile,M,True,2.8029737693008476
beta,beta22-007952,2022-04-04 14:51:00,tea,Yuzu Tea,0.75,1,70,30,delivery,mobile,F,False,1.8373706020889475
beta,beta22-007952,2022-04-04 14:51:00,bakery,Croissant,,2,85,50,delivery,mobile,F,False,3.3373706020889475
beta,beta22-007953,2022-04-04 14:53:00,coffee,Classic Black Cold Brew,0.5,1,100,35,delivery,mobile,F,True,1.2619801320820745
beta,beta22-007954,2022-04-04 14:59:00,coffee,Latte,0.5,3,70,35,to go,mobile,F,True,3.2265932393770718
beta,beta22-007955,2022-04-04 15:04:00,coffee,Latte,0.5,3,70,35,to go,mobile,M,True,3.9078380548287317
beta,beta22-007956,2022-04-04 15:07:00,coffee,Latte,0.75,2,70,35,eat in,mobile,M,True,2.221195688152659
beta,beta22-007957,2022-04-04 15:13:00,coffee,Mocha,0.25,4,70,35,to go,mobile,M,True,7.656784892512869
beta,beta22-007958,2022-04-04 15:16:00,tea,Green Tea,0.0,1,65,30,to go,mobile,F,True,2.576186314224669
beta,beta22-007958,2022-04-04 15:16:00,bakery,Donut,,1,40,15,to go,mobile,F,True,4.076186314224669
beta,beta22-007959,2022-04-04 15:17:00,tea,Black Tea,0.0,1,45,20,to go,mobile,F,True,2.84437275642114
beta,beta22-007960,2022-04-04 15:19:00,tea,Bubble Tea,1.0,1,70,30,delivery,mobile,M,False,1.340509552508177
beta,beta22-007960,2022-04-04 15:19:00,tea,Black Tea,0.5,3,45,20,delivery,mobile,M,False,4.340509552508177
beta,beta22-007961,2022-04-04 15:20:00,coffee,Iced Coffee,0.75,1,60,30,to go,mobile,M,True,1.9047873879088204
beta,beta22-007962,2022-04-04 15:30:00,coffee,Mocha,0.5,2,70,35,eat in,mobile,F,True,3.8008431593345855
beta,beta22-007963,2022-04-04 15:32:00,bakery,Donut,,1,40,15,delivery,mobile,F,False,3.347075748724752
beta,beta22-007963,2022-04-04 15:32:00,coffee,Mocha,1.0,2,70,35,delivery,mobile,F,False,4.847075748724752
beta,beta22-007964,2022-04-04 15:33:00,bakery,Croissant,,1,85,50,to go,mobile,M,True,3.6610627073168702
beta,beta22-007964,2022-04-04 15:33:00,tea,Bubble Tea,0.75,1,70,30,to go,mobile,M,True,5.16106270731687
beta,beta22-007965,2022-04-04 15:42:00,tea,Yuzu Tea,0.5,3,70,30,delivery,mobile,F,True,4.185582082671642
beta,beta22-007965,2022-04-04 15:42:00,bakery,Croissant,,3,85,50,delivery,mobile,F,True,5.685582082671642
beta,beta22-007965,2022-04-04 15:42:00,bakery,Muffin,,3,60,30,delivery,mobile,F,True,5.685582082671642
beta,beta22-007966,2022-04-04 15:53:00,smoothie,Kiwi Smoothie,0.75,1,90,50,to go,cash,F,False,3.5194589718089766
beta,beta22-007967,2022-04-04 15:53:00,tea,Yuzu Tea,1.0,1,70,30,delivery,mobile,M,True,1.5210910190264737
beta,beta22-007967,2022-04-04 15:53:00,bakery,Croissant,,1,85,50,delivery,mobile,M,True,3.021091019026474
beta,beta22-007968,2022-04-04 16:08:00,coffee,Americano,0.5,1,45,25,eat in,mobile,M,False,4.304286398165885
beta,beta22-007969,2022-04-04 16:15:00,bakery,Croissant,,1,85,50,eat in,mobile,F,True,3.6308182881177156
beta,beta22-007970,2022-04-04 16:33:00,smoothie,Watermelon Smoothie,0.25,2,75,40,to go,cash,F,True,3.2355787507258746
beta,beta22-007971,2022-04-04 16:42:00,bakery,Donut,,1,40,15,delivery,cash,M,True,1.6236625989669307
beta,beta22-008035,2022-04-05 13:05:00,coffee,Mocha,0.25,1,70,35,to go,mobile,F,True,3.5716943188163253
beta,beta22-008036,2022-04-05 13:11:00,tea,Bubble Tea,0.75,3,70,30,to go,mobile,M,True,4.089124016095791
beta,beta22-008037,2022-04-05 13:11:00,coffee,Espresso,0.75,1,55,30,to go,mobile,M,True,4.104985327459346
beta,beta22-008038,2022-04-05 13:20:00,coffee,Latte,0.75,2,70,35,eat in,mobile,F,False,1.4888582626192595
beta,beta22-008039,2022-04-05 13:20:00,bakery,Donut,,1,40,15,to go,mobile,M,True,2.772554071745976
beta,beta22-008039,2022-04-05 13:20:00,coffee,Iced Coffee,0.75,1,60,30,to go,mobile,M,True,4.272554071745976
beta,beta22-008040,2022-04-05 13:26:00,tea,Green Tea,0.25,1,65,30,to go,mobile,M,True,1.6656389430630032
beta,beta22-008041,2022-04-05 13:31:00,tea,Bubble Tea,0.0,3,70,30,to go,mobile,M,True,5.681008187358788
beta,beta22-008042,2022-04-05 13:36:00,bakery,Donut,,2,40,15,eat in,mobile,M,True,2.0179508371831782
beta,beta22-008042,2022-04-05 13:36:00,bakery,Sandwich,,2,80,30,eat in,mobile,M,True,3.5179508371831782
beta,beta22-008043,2022-04-05 13:53:00,coffee,Americano,0.75,1,45,25,delivery,mobile,M,False,2.2661645402947195
beta,beta22-008043,2022-04-05 13:53:00,bakery,Cheese Cake,,4,120,80,delivery,mobile,M,False,6.766164540294719
beta,beta22-008044,2022-04-05 13:59:00,tea,Yuzu Tea,0.75,2,70,30,delivery,mobile,M,True,1.7834619006013872
beta,beta22-008045,2022-04-05 14:25:00,bakery,Cookies,,2,85,45,eat in,mobile,F,True,3.3846104197004605
beta,beta22-008046,2022-04-05 14:33:00,bakery,Muffin,,1,60,30,to go,mobile,F,True,1.0425153028004461
beta,beta22-008047,2022-04-05 14:36:00,tea,Bubble Tea,0.5,2,70,30,delivery,mobile,M,True,1.0286724282907431
beta,beta22-008048,2022-04-05 14:41:00,bakery,Cookies,,3,85,45,delivery,mobile,F,True,2.5854115811595184
beta,beta22-008048,2022-04-05 14:41:00,coffee,Mocha,0.0,1,70,35,delivery,mobile,F,True,2.5854115811595184
beta,beta22-008049,2022-04-05 14:58:00,tea,Yuzu Tea,0.75,2,70,30,eat in,mobile,F,False,1.700108134576987
beta,beta22-008050,2022-04-05 15:07:00,bakery,Cookies,,2,85,45,delivery,credit card,F,True,2.6002460041072974
beta,beta22-008050,2022-04-05 15:07:00,tea,Thai Tea,0.5,1,70,30,delivery,credit card,F,True,4.100246004107298
beta,beta22-008050,2022-04-05 15:07:00,coffee,Americano,0.5,2,45,25,delivery,credit card,F,True,4.100246004107298
beta,beta22-008051,2022-04-05 15:14:00,coffee,Latte,0.5,3,70,35,to go,mobile,M,True,4.076186314224669
beta,beta22-008052,2022-04-05 15:22:00,tea,Yuzu Tea,0.75,1,70,30,to go,mobile,M,True,4.208256925293506
beta,beta22-008053,2022-04-05 15:29:00,tea,Yuzu Tea,0.5,2,70,30,to go,mobile,M,True,3.0183757632880193
beta,beta22-008054,2022-04-05 15:31:00,smoothie,Kiwi Smoothie,0.75,3,90,50,delivery,mobile,F,True,5.094187199142621
beta,beta22-008055,2022-04-05 15:49:00,coffee,Iced Coffee,0.75,2,60,30,delivery,mobile,F,True,4.175894931447727
beta,beta22-008055,2022-04-05 15:49:00,bakery,Donut,,1,40,15,delivery,mobile,F,True,5.675894931447727
beta,beta22-008056,2022-04-05 16:03:00,coffee,Mocha Cold Brew,0.5,1,165,55,to go,mobile,F,True,2.262332090290568
beta,beta22-008057,2022-04-05 16:12:00,tea,Bubble Tea,0.5,2,70,30,to go,mobile,F,False,2.576186314224669
beta,beta22-008058,2022-04-05 16:15:00,tea,Bubble Tea,0.5,1,70,30,eat in,mobile,M,True,3.1646539035094854
beta,beta22-008059,2022-04-05 16:27:00,tea,Green Tea,0.25,1,65,30,eat in,mobile,F,True,3.024682057937566
beta,beta22-008060,2022-04-05 16:35:00,bakery,Muffin,,1,60,30,to go,mobile,M,False,2.319207184752373
beta,beta22-008061,2022-04-05 16:40:00,smoothie,Kiwi Smoothie,0.0,3,90,50,to go,mobile,M,True,5.505445657584062
beta,beta22-008062,2022-04-05 16:58:00,smoothie,Kiwi Smoothie,0.0,1,90,50,eat in,mobile,F,True,3.4762317382437513
beta,beta22-008105,2022-04-06 13:28:00,coffee,Mocha,0.5,2,70,35,eat in,mobile,F,False,1.3160229509797465
beta,beta22-008106,2022-04-06 13:32:00,tea,Thai Tea,0.75,1,70,30,to go,credit card,F,True,2.844778096158347
beta,beta22-008107,2022-04-06 13:35:00,coffee,Mocha,0.0,1,70,35,eat in,mobile,F,True,2.800074562064696
beta,beta22-008108,2022-04-06 13:40:00,tea,Yuzu Tea,0.0,2,70,30,eat in,mobile,F,True,3.580690850273564
beta,beta22-008109,2022-04-06 14:03:00,smoothie,Kiwi Smoothie,1.0,2,90,50,eat in,mobile,F,False,3.293467549460583
beta,beta22-008110,2022-04-06 14:28:00,tea,Yuzu Tea,0.75,1,70,30,to go,mobile,F,True,1.6164828216656348
beta,beta22-008111,2022-04-06 14:33:00,tea,Bubble Tea,0.5,1,70,30,to go,mobile,M,True,4.742557595017582
beta,beta22-008112,2022-04-06 14:39:00,bakery,Cheese Cake,,1,120,80,delivery,credit card,F,True,2.576186314224669
beta,beta22-008113,2022-04-06 15:36:00,tea,Thai Tea,0.5,2,70,30,delivery,cash,M,True,3.3699742343162082
beta,beta22-008113,2022-04-06 15:36:00,bakery,Muffin,,3,60,30,delivery,cash,M,True,6.369974234316208
beta,beta22-008113,2022-04-06 15:36:00,bakery,Cookies,,3,85,45,delivery,cash,M,True,6.369974234316208
beta,beta22-008114,2022-04-06 15:54:00,tea,Bubble Tea,0.75,2,70,30,eat in,mobile,F,True,1.1590095815383197
beta,beta22-008115,2022-04-06 15:57:00,coffee,Espresso,0.25,3,55,30,delivery,mobile,F,True,4.330555472820507
beta,beta22-008116,2022-04-06 16:17:00,smoothie,Kiwi Smoothie,0.0,3,90,50,delivery,mobile,F,True,5.969239251814999
beta,beta22-008117,2022-04-06 16:28:00,smoothie,Kiwi Smoothie,0.0,1,90,50,eat in,mobile,M,True,3.5535667123510772
beta,beta22-008118,2022-04-06 16:41:00,bakery,Muffin,,1,60,30,to go,mobile,F,False,1.7924555108480051
beta,beta22-008119,2022-04-06 16:55:00,smoothie,Strawberry Smoothie,0.0,2,85,45,eat in,mobile,M,False,3.0087697178997557
beta,beta22-008175,2022-04-07 13:02:00,smoothie,Mango Smoothie,0.0,1,90,45,to go,mobile,F,False,1.3917490180174257
beta,beta22-008176,2022-04-07 13:02:00,bakery,Croissant,,2,85,50,delivery,mobile,F,True,2.41568692907617
beta,beta22-008176,2022-04-07 13:02:00,bakery,Donut,,2,40,15,delivery,mobile,F,True,3.91568692907617
beta,beta22-008177,2022-04-07 13:16:00,coffee,Mocha,1.0,1,70,35,to go,mobile,F,True,3.0336314576637236
beta,beta22-008178,2022-04-07 13:25:00,coffee,Iced Coffee,0.75,1,60,30,to go,mobile,M,True,2.890226829267348
beta,beta22-008179,2022-04-07 13:34:00,tea,Yuzu Tea,0.75,1,70,30,eat in,mobile,F,True,2.237400821588799
beta,beta22-008180,2022-04-07 13:50:00,bakery,Croissant,,1,85,50,to go,mobile,F,True,3.8232516472714178
beta,beta22-008181,2022-04-07 13:55:00,coffee,Espresso,0.5,2,55,30,to go,mobile,F,False,2.18966227464621
beta,beta22-008182,2022-04-07 13:58:00,tea,Thai Tea,0.5,1,70,30,eat in,mobile,F,False,2.729715540486661
beta,beta22-008183,2022-04-07 14:02:00,tea,Thai Tea,0.0,1,70,30,eat in,mobile,F,True,3.1655344243053336
beta,beta22-008184,2022-04-07 14:17:00,bakery,Cheese Cake,,2,120,80,eat in,mobile,F,False,1.1145449068125266
beta,beta22-008185,2022-04-07 14:23:00,bakery,Muffin,,1,60,30,to go,mobile,F,True,3.676144006151787
beta,beta22-008186,2022-04-07 14:44:00,coffee,Americano,0.75,1,45,25,delivery,mobile,M,True,2.928859355095777
beta,beta22-008186,2022-04-07 14:44:00,tea,Green Tea,0.5,3,65,30,delivery,mobile,M,True,5.928859355095777
beta,beta22-008187,2022-04-07 14:50:00,tea,Bubble Tea,0.75,3,70,30,to go,mobile,M,True,4.381824038702467
beta,beta22-008188,2022-04-07 14:50:00,bakery,Sandwich,,1,80,30,to go,mobile,F,True,2.5070582966476627
beta,beta22-008188,2022-04-07 14:50:00,coffee,Iced Coffee,0.0,1,60,30,to go,mobile,F,True,4.007058296647663
beta,beta22-008189,2022-04-07 14:54:00,bakery,Sandwich,,1,80,30,eat in,mobile,F,False,2.5628610818055217
beta,beta22-008189,2022-04-07 14:54:00,tea,Thai Tea,0.5,1,70,30,eat in,mobile,F,False,4.062861081805522
beta,beta22-008190,2022-04-07 15:03:00,tea,Green Tea,0.0,1,65,30,eat in,mobile,M,True,3.782851254865273
beta,beta22-008191,2022-04-07 15:07:00,tea,Bubble Tea,0.75,2,70,30,eat in,mobile,F,True,2.6334349444771545
beta,beta22-008192,2022-04-07 15:24:00,tea,Bubble Tea,0.0,1,70,30,to go,mobile,M,True,2.3463401277765064
beta,beta22-008193,2022-04-07 15:38:00,bakery,Cookies,,3,85,45,to go,mobile,F,True,3.836395740203714
beta,beta22-008193,2022-04-07 15:38:00,bakery,Sandwich,,3,80,30,to go,mobile,F,True,5.336395740203714
beta,beta22-008194,2022-04-07 15:53:00,tea,Yuzu Tea,0.5,2,70,30,to go,mobile,M,True,4.511525156557688
beta,beta22-008195,2022-04-07 15:56:00,bakery,Cheese Cake,,3,120,80,delivery,mobile,F,True,3.4844060912925796
beta,beta22-008196,2022-04-07 16:21:00,coffee,Iced Coffee,0.0,3,60,30,to go,mobile,M,True,4.116940902986395
